,train_loss,lr,train_loss_classifier,train_loss_box_reg,train_loss_objectness,train_loss_rpn_box_reg,val_loss,val_loss_classifier,val_loss_box_reg,val_loss_objectness,val_loss_rpn_box_reg
0,0.6194385290145874,0.0009999999999999998,0.19543993473052979,0.3216281235218048,0.014509646221995354,0.08786088973283768,1.1424907120791348,0.35239406065507367,0.749897921627218,0.00958250403213738,0.030616210604255848
1,0.8307217955589294,0.0009999999999999998,0.23911936581134796,0.5635204911231995,0.004283326677978039,0.023798620328307152,0.8339211561463096,0.30126321586695587,0.49704245545647363,0.008727234841155057,0.026888245293362575
2,0.634062647819519,0.0009999999999999998,0.19911248981952667,0.4200425148010254,0.0020174067467451096,0.012890251353383064,0.7337759922851216,0.27256256477399304,0.43045416474342346,0.005460555987982926,0.025298708287829704
3,0.8620845079421997,0.0009999999999999998,0.2312304675579071,0.6183409094810486,0.0009793988429009914,0.011533756740391254,0.8027894063429399,0.266936949708245,0.50786231322722,0.0041660287269306455,0.023824108510532162
4,0.3801422119140625,0.0009999999999999998,0.14285248517990112,0.2199140191078186,0.003737557679414749,0.013638142496347427,0.625869566744024,0.22587193142284046,0.3714766800403595,0.005504309242083268,0.023016634143211624
5,0.5719648599624634,0.0009999999999999998,0.18994200229644775,0.3406924605369568,0.0036142440512776375,0.03771616891026497,0.6519366882064126,0.23939889804883438,0.3816658542914824,0.004474587548016148,0.02639734410596165
6,0.7737597227096558,0.0009999999999999998,0.12349379807710648,0.6140362024307251,0.0012944303452968597,0.03493530675768852,0.6848501129583879,0.24017329243096439,0.4142205390063199,0.003460033712061969,0.02699625767259435
7,0.3942546546459198,0.0009999999999999998,0.12812581658363342,0.25316983461380005,0.0006015156395733356,0.012357471510767937,0.6525360427119515,0.23864294994961133,0.3875474008646878,0.0039466235797259615,0.022399069656702606
8,0.5709574818611145,0.0009999999999999998,0.22967511415481567,0.3248289227485657,0.0036139239091426134,0.012839477509260178,0.6906475099650297,0.24040914259173654,0.42397418889132416,0.004370430325665934,0.021893748209219088
9,0.7313204407691956,0.0009999999999999998,0.24049848318099976,0.47961288690567017,0.00031791947549209,0.010891133919358253,0.6896822371266105,0.24699802154844458,0.41750516403805127,0.0035254884807562285,0.021653565493496982
10,0.30414003133773804,0.0009999999999999998,0.09072480350732803,0.19370000064373016,0.0008325624512508512,0.018882663920521736,0.6123105233365839,0.22590749913995917,0.36244322901422327,0.0030822700990194626,0.020877515389160675
11,0.501865029335022,0.0009999999999999998,0.18271291255950928,0.2866651713848114,0.024280961602926254,0.008206002414226532,0.5824200809001923,0.2008857009085742,0.35712970251386816,0.003327964730984108,0.02107669768685644
12,0.4923740029335022,0.0009999999999999998,0.18278606235980988,0.29670581221580505,0.005302532576024532,0.007579609751701355,0.5979596457698129,0.21397196433760904,0.35927713323723187,0.003008016041183675,0.021702541715719482
13,0.434429794549942,0.0009999999999999998,0.14130152761936188,0.2873002588748932,0.0007270360365509987,0.005100975278764963,0.6261182237755168,0.21606806191531094,0.3829111538150094,0.004486468472433361,0.022652534683319656
14,0.3575252890586853,0.0009999999999999998,0.13390566408634186,0.20592361688613892,0.0008433954790234566,0.016852619126439095,0.557650780135935,0.19852965731512418,0.33250204541466455,0.005557253501716663,0.021061815321445465
15,0.32095324993133545,0.0009999999999999998,0.10011939704418182,0.16832657158374786,0.004066407680511475,0.048440877348184586,0.5479486774314534,0.20014590973203833,0.3234424279494719,0.003248299911237237,0.02111204925247214
16,0.3332187831401825,0.0009999999999999998,0.15908017754554749,0.1698613464832306,0.0007889890111982822,0.003488281276077032,0.5590630905194716,0.20576637441461737,0.32924282821741974,0.0024703715250573373,0.02158352161164988
17,0.5960879325866699,0.0009999999999999998,0.18863636255264282,0.39142781496047974,0.0004300071159377694,0.015593758784234524,0.6087147512219169,0.2117657099257816,0.37034582143480127,0.0038805066724307835,0.02272271119396795
18,0.380485475063324,0.0009999999999999998,0.08678382635116577,0.2677810490131378,0.0011445076670497656,0.024776112288236618,0.5511220558123155,0.20250235972079364,0.3243990662423047,0.0030267089816995644,0.021193917756053535
19,0.24529539048671722,0.0009999999999999998,0.08706105500459671,0.14326679706573486,0.0006974574644118547,0.014270087704062462,0.5502835051579908,0.18099672008644452,0.3439377478577874,0.004426712630612945,0.020922312343662434
20,0.376257061958313,0.0009999999999999998,0.10313992202281952,0.2546328008174896,0.000668473425321281,0.017815887928009033,0.547366819598458,0.19305144385858017,0.33095971562645654,0.0018040260024876757,0.021551641000604086
21,0.29981571435928345,0.0009999999999999998,0.145952969789505,0.14922669529914856,0.0006344597786664963,0.004001599736511707,0.5166625570167195,0.18074560300870376,0.3119013729420575,0.0037578593897209926,0.020257718310776083
22,0.35008400678634644,0.0009999999999999998,0.11036615073680878,0.21809233725070953,0.0020902545657008886,0.019535275176167488,0.5328438444571062,0.18098348717797885,0.326335148377852,0.003881923790851777,0.021643278189003468
23,0.38454434275627136,0.0009999999999999998,0.1220562756061554,0.24872098863124847,0.0024329484440386295,0.01133415475487709,0.5119038874452765,0.18415685472163287,0.3044605634429238,0.0022685762219638987,0.02101786904544993
24,0.23876692354679108,0.0009999999999999998,0.07948644459247589,0.14006733894348145,0.000942058046348393,0.01827109232544899,0.5190835947340185,0.1740186641162092,0.32161021435802634,0.002282316717107526,0.02117240826853297
25,0.20872528851032257,0.0009999999999999998,0.04566362500190735,0.15972359478473663,0.0008970969938673079,0.0024409745819866657,0.5420688634568994,0.18005547672510147,0.338220242749561,0.0029892156810753727,0.020803926258601925
26,0.2260487973690033,0.0009999999999999998,0.09493895620107651,0.11258772015571594,0.001457798876799643,0.01706431433558464,0.5254794521765276,0.1768780215220018,0.3250356303019957,0.0033416777256537566,0.020224107852713627
27,0.4349970817565918,0.0009999999999999998,0.15830834209918976,0.26213231682777405,0.005127164535224438,0.009429233148694038,0.5573265579613772,0.20570241863077338,0.33044450797817926,0.0018200220762413335,0.01935959962958639
28,0.3029223680496216,0.0009999999999999998,0.07628032565116882,0.20623779296875,0.0005575237446464598,0.01984674297273159,0.5239974504167383,0.1794632009484551,0.3228759454055266,0.0017918155036485668,0.019866481254046612
29,0.3439677357673645,0.0009999999999999998,0.17252680659294128,0.15244229137897491,0.0006374693475663662,0.01836114004254341,0.5193210975690321,0.18092120574279266,0.31522453102198517,0.0023157533459280703,0.0208595958115025
30,0.29329970479011536,0.0009999999999999998,0.10059796273708344,0.18144646286964417,0.0022215459030121565,0.009033747017383575,0.4889496930620887,0.1750798442146995,0.2906849512999708,0.0016617173069707033,0.021523181433704765
31,0.29870566725730896,0.0009999999999999998,0.13443449139595032,0.14758269488811493,0.002727815881371498,0.013960691168904305,0.5285909311337904,0.1727969294244593,0.33383155140009796,0.002719254508106546,0.01924319573762742
32,0.33687031269073486,0.0009999999999999998,0.1355155110359192,0.18980583548545837,0.0005859329830855131,0.010963022708892822,0.5459316535429521,0.19922872429544275,0.32630731842734595,0.0015717629893598232,0.01882384107871489
33,0.24993528425693512,0.0009999999999999998,0.10412754863500595,0.13254554569721222,0.0006252012681216002,0.01263699121773243,0.5090726613998413,0.1938022795048627,0.291824760762128,0.0019904843859628522,0.021455131640488453
34,0.24340300261974335,0.0009999999999999998,0.09847412258386612,0.12905824184417725,0.0014417098136618733,0.014428923837840557,0.5504661879756234,0.2050854035399177,0.32364028692245483,0.002211739872688089,0.019528753886168652
35,0.19875703752040863,0.0009999999999999998,0.09784819185733795,0.09699252247810364,0.0006004620809108019,0.0033158601727336645,0.5236278379505331,0.17800151963125577,0.32080974903973664,0.0027257363042074508,0.022090830586173317
36,0.2945033609867096,0.0009999999999999998,0.11664281785488129,0.17186196148395538,0.00441152136772871,0.0015870488714426756,0.5428299605846405,0.19326260922984642,0.32603391056711023,0.003018148338676176,0.0205152900042859
37,0.21110934019088745,0.0009999999999999998,0.07537142187356949,0.12293998152017593,0.007866889238357544,0.004931050352752209,0.5176608725027605,0.1736174070022323,0.32158049128272315,0.002353706730487333,0.020109285092489285
38,0.20051518082618713,0.0009999999999999998,0.07535956799983978,0.10964739322662354,0.0006908042123541236,0.014817415736615658,0.5416258194229819,0.19555121118372137,0.3240438442338597,0.002384230692934414,0.019646531902253628
39,0.26070988178253174,0.0009999999999999998,0.12726740539073944,0.11584077775478363,0.0005239552119746804,0.017077742144465446,0.559930907054381,0.19344212859869003,0.3437772650610317,0.0019619359994645824,0.02074958561834964
40,0.18013162910938263,0.0009999999999999998,0.04430410638451576,0.11833225190639496,0.0004884079098701477,0.01700686290860176,0.5317523262717507,0.18390929631211542,0.3261335370215503,0.0021006342536896805,0.019608850125223398
41,0.25070255994796753,0.0009999999999999998,0.09600549936294556,0.13356851041316986,0.0004960816004313529,0.02063247188925743,0.5304542698643424,0.18289091708985242,0.3260386125607924,0.001885729577307674,0.019639012149789116
42,0.22791408002376556,0.0004999999999999999,0.03697379305958748,0.17254067957401276,0.0010419515892863274,0.017357658594846725,0.4989136051047932,0.18255482546307825,0.2957990779118104,0.002140935473355719,0.018418767828155647
43,0.1428241729736328,0.0004999999999999999,0.07195605337619781,0.06585667282342911,0.0005136664840392768,0.004497763700783253,0.5281195478005842,0.20217129520394586,0.30547896975820715,0.002135392532429912,0.018333909440446983
44,0.25652939081192017,0.0004999999999999999,0.1256706565618515,0.12575982511043549,0.00027167575899511576,0.004827235825359821,0.5232660336927935,0.19143862615932117,0.31058096614750946,0.002056305365509946,0.019190136597237804
45,0.11963102221488953,0.0004999999999999999,0.06602469086647034,0.044382937252521515,0.0011744614457711577,0.008048931136727333,0.5373338596387343,0.1978834183378653,0.3190676651217721,0.0018596520213494923,0.018523114267736673
46,0.18714639544487,0.0004999999999999999,0.07327650487422943,0.1002131924033165,0.0003334669745527208,0.013323236256837845,0.49689592014659534,0.18066446618600326,0.29479583420536737,0.002041466301307082,0.01939414598217065
47,0.159257173538208,0.0004999999999999999,0.04842089116573334,0.08810921758413315,0.005553118884563446,0.017173953354358673,0.5424337603829124,0.19113162837245248,0.3314251506870443,0.0014387984437317673,0.018438193820078264
48,0.11979430913925171,0.0004999999999999999,0.05401959642767906,0.05021873489022255,0.00033278606133535504,0.015223192051053047,0.5247078077359633,0.19322396340695294,0.3112287602641366,0.0016128188343083655,0.018642251379787922
49,0.20492993295192719,0.0004999999999999999,0.09045138210058212,0.1095118522644043,0.0007655172375962138,0.004201177973300219,0.5343247990716588,0.18382663279771805,0.3303365395827727,0.0016146735076538541,0.018546941055154257
50,0.12889821827411652,0.0004999999999999999,0.059164613485336304,0.05632513761520386,0.00030299904756247997,0.013105467893183231,0.5429996712641283,0.21171305938200516,0.30966161733323877,0.0015680755525615743,0.020056929608637638
51,0.18432298302650452,0.0004999999999999999,0.07497937977313995,0.10201459378004074,0.0009648787090554833,0.00636413786560297,0.5488950691439889,0.2015939639373259,0.3255189779129895,0.002614896882071414,0.01916722703555768
52,0.21406280994415283,0.0004999999999999999,0.07343722879886627,0.13059644401073456,0.0013967291451990604,0.008632399141788483,0.5333395762877031,0.18288278478113087,0.3285347047177228,0.001847005245508626,0.020075074227696114
53,0.17596372961997986,0.00024999999999999995,0.09889673441648483,0.06030482053756714,0.00047502503730356693,0.016287151724100113,0.5278000316836617,0.19459585269743745,0.31258442862467334,0.001565730350028554,0.019054026427594097
54,0.18315011262893677,0.00024999999999999995,0.0601089708507061,0.11014367640018463,0.0026406417600810528,0.010256828740239143,0.5297129398042505,0.19501975635913285,0.31251425363800744,0.0022693016931456937,0.019909620962359688
55,0.08985672891139984,0.00024999999999999995,0.04050818085670471,0.043752942234277725,0.00036021892447024584,0.005235390737652779,0.5217761505733837,0.18444497883319855,0.316124978390607,0.002229285984702239,0.01897690682248636
56,0.14014476537704468,0.00024999999999999995,0.07542958855628967,0.04723985865712166,0.000819444889202714,0.016655871644616127,0.5175255225463347,0.1849745556034825,0.31196526370265265,0.00166402671972967,0.018921666270629925
57,0.15587118268013,0.00024999999999999995,0.043480150401592255,0.09812051802873611,0.0005803478416055441,0.013690171763300896,0.49785918403755536,0.17057388377460567,0.3073269860310988,0.0010832418576517905,0.01887507194822485
58,0.16422876715660095,0.00024999999999999995,0.09806567430496216,0.054776880890131,0.0007614002097398043,0.010624818503856659,0.5195641978220507,0.18053360689770093,0.3175950849598104,0.0020284153499894523,0.01940709703855894
59,0.11075223982334137,0.00024999999999999995,0.03068479709327221,0.07671909034252167,0.0004772900720126927,0.00287105911411345,0.5042263540354642,0.16912175545638258,0.31465677510608325,0.0017367445503954184,0.018711079166016796
60,0.08225121349096298,0.00024999999999999995,0.0324384868144989,0.03494057059288025,0.000291499454760924,0.014580659568309784,0.5257428843866695,0.19391990520737387,0.3108057230710983,0.0018373296850106933,0.01917992913248864
61,0.08301932364702225,0.00024999999999999995,0.027207717299461365,0.045569077134132385,0.0004149649175815284,0.009827563539147377,0.5181037946180864,0.17803856832059947,0.3194330795244737,0.0013764265511946921,0.019255723465572704
62,0.1727355420589447,0.00024999999999999995,0.11469396203756332,0.056137051433324814,0.0004326596681494266,0.0014718822203576565,0.5298482735048641,0.19765452363274313,0.31079832396724005,0.001983138904589313,0.019412277181717483
63,0.11414872109889984,0.00024999999999999995,0.05124373733997345,0.04996611550450325,0.0005910719046369195,0.01234780065715313,0.5372887389226393,0.1817097081379457,0.3348590257492932,0.0014346862894440578,0.019285320812328297
64,0.10337135940790176,0.00012499999999999998,0.0403316505253315,0.057955797761678696,0.0002101901627611369,0.0048737237229943275,0.5175023011185906,0.17164874483238568,0.3242865949869156,0.0019299609094477173,0.01963699981570244
65,0.10251710563898087,0.00012499999999999998,0.048205237835645676,0.05275643989443779,0.0002973774098791182,0.0012580506736412644,0.5116967721418901,0.16959148069674318,0.32157748260281305,0.0010648377223829316,0.019462961618873207
66,0.1061692163348198,0.00012499999999999998,0.05535737797617912,0.04475018382072449,0.00015898743004072458,0.005902664270251989,0.5125761682336981,0.17068276859142564,0.3211969204924323,0.0016913928054484793,0.01900509037924084
67,0.14286915957927704,0.00012499999999999998,0.08340762555599213,0.052768487483263016,0.00021256576292216778,0.00648049172013998,0.5064378015019677,0.1723403845998374,0.3135637112639167,0.0012713657766157253,0.019262329336594452
68,0.08932702243328094,0.00012499999999999998,0.03321441635489464,0.04051011800765991,0.000285765272565186,0.015316715463995934,0.5197013128887523,0.1789504482664845,0.3204410672187805,0.0016210010150891983,0.018688783726908943
69,0.1693851798772812,0.00012499999999999998,0.09696625918149948,0.06759939342737198,0.001031306921504438,0.0037882192991673946,0.5174858841029081,0.18042250417850234,0.3162510943683711,0.0016369544874495741,0.01917532899162986
70,0.09194013476371765,0.00012499999999999998,0.02873900718986988,0.05135543271899223,0.00026024566614069045,0.01158544234931469,0.5155143724246458,0.18266440657052127,0.3128806325522336,0.0012203370755411345,0.01874899821863933
71,0.11178950220346451,0.00012499999999999998,0.06554891914129257,0.03596540912985802,0.0003740976098924875,0.0099010756239295,0.5286066654053602,0.18916292691772635,0.31847102533687244,0.0019568378682544626,0.019015863199125637
72,0.13801053166389465,0.00012499999999999998,0.029058588668704033,0.09150069952011108,0.0003322106203995645,0.017119023948907852,0.5248080166903409,0.17793316766619682,0.32527749646793713,0.002423651762497188,0.01917370061644099
73,0.14297929406166077,0.00012499999999999998,0.0584288090467453,0.0795150101184845,0.00015239401545841247,0.004883074201643467,0.5275695418769663,0.18318922512910582,0.3238233111121438,0.0015889611187793146,0.018968034027652306
74,0.15142031013965607,0.00012499999999999998,0.04569597169756889,0.09472150355577469,0.00015691088628955185,0.01084592379629612,0.5230963392691179,0.17859669639305634,0.3233864226124503,0.0018605927232949232,0.019252630035308273
75,0.0986962541937828,6.249999999999999e-05,0.042431797832250595,0.04928312450647354,0.004830171354115009,0.0021511618979275227,0.5219054316932504,0.18790284205566754,0.31350791589780286,0.001567013360644606,0.018927665511992844
76,0.06285901367664337,6.249999999999999e-05,0.011175382882356644,0.0344202034175396,0.00031364275491796434,0.016949782148003578,0.5220172662626613,0.1830759427764199,0.31801065328446304,0.0017492831843397157,0.01918139037760821
77,0.08652762323617935,6.249999999999999e-05,0.012933407910168171,0.06348909437656403,0.00020483502885326743,0.009900285862386227,0.5186562958088788,0.17918706719170918,0.3186242350123145,0.0017958608924263071,0.019049143291671167
78,0.15401190519332886,6.249999999999999e-05,0.08216632157564163,0.06408374011516571,0.00020275107817724347,0.007559098303318024,0.518897377631881,0.17713574489409273,0.3212702816182917,0.0016601255814417857,0.018831225027414886
79,0.08491697907447815,6.249999999999999e-05,0.025683198124170303,0.04478541389107704,0.0002700595068745315,0.014178304933011532,0.5177500925280831,0.17147871818054805,0.32539984448389575,0.0015351832738484848,0.019336342769251627
80,0.11564784497022629,6.249999999999999e-05,0.04934508353471756,0.051547132432460785,0.00028400588780641556,0.014471622183918953,0.5267790461128409,0.17969274046746167,0.3257806355302984,0.00211701111799233,0.019188649698414585
81,0.06793376058340073,6.249999999999999e-05,0.01482380460947752,0.051062364131212234,0.00015791261103004217,0.0018896771362051368,0.520453920418566,0.17844252186742696,0.3208765238523483,0.0021957352662205017,0.018939145671373062
82,0.05151478201150894,6.249999999999999e-05,0.02560507506132126,0.022937124595046043,0.00018989680393133312,0.0027826856821775436,0.5273365527391434,0.18362672220576892,0.3224624341184443,0.0019859465696340935,0.019261443479494614
83,0.2557401955127716,6.249999999999999e-05,0.12611201405525208,0.12822674214839935,0.00015618960605934262,0.0012452562805265188,0.5200792280110446,0.17905343053015796,0.32116433707150543,0.0010381247610150074,0.01882333452389999
84,0.142710879445076,6.249999999999999e-05,0.0586918443441391,0.07608513534069061,0.0009914865950122476,0.006942403502762318,0.5035119286992333,0.1654295582662929,0.3180658729238944,0.0008364048024470156,0.019180089827965607
85,0.2978079915046692,6.249999999999999e-05,0.12586526572704315,0.16630829870700836,0.001503222156316042,0.004131210036575794,0.5066054382107474,0.17133238166570663,0.3144212385470217,0.0018929239145522429,0.018958896737207066
86,0.10164210200309753,3.1249999999999994e-05,0.03690573573112488,0.05624847859144211,0.0016560116782784462,0.006831873208284378,0.512353244152936,0.17120802707292818,0.31946640935811127,0.00244239506454588,0.019236419688571583
87,0.1440204530954361,3.1249999999999994e-05,0.07359571754932404,0.06078310310840607,0.0017608311027288437,0.007880800403654575,0.5214170786467466,0.18028974160552025,0.32040146399628033,0.001524518632901494,0.019201341085135937
88,0.10206875205039978,3.1249999999999994e-05,0.034351810812950134,0.045533686876297,0.0005503693246282637,0.02163289114832878,0.5108883773738687,0.16913211345672607,0.31990977173501794,0.0024021770064295692,0.019444333685731344
89,0.09909743815660477,3.1249999999999994e-05,0.04699818044900894,0.04441818594932556,0.00016641919501125813,0.007514653727412224,0.5204794772646644,0.1816920560191978,0.3173575753515417,0.0022544213385448197,0.019175406291403553
90,0.11720164120197296,3.1249999999999994e-05,0.06351194530725479,0.02719164453446865,0.0013041156344115734,0.02519393339753151,0.5140519345348532,0.16907901655543933,0.3236012973568656,0.0022617713415952908,0.01910984812473709
91,0.08961466699838638,3.1249999999999994e-05,0.038872748613357544,0.03920060396194458,0.0005752409342676401,0.010966068133711815,0.5258865586735986,0.18594019758430394,0.3192363394932313,0.0016629364108666778,0.019047090445052494
92,0.1295473873615265,3.1249999999999994e-05,0.08048751950263977,0.041581008583307266,0.0001764403423294425,0.007302430924028158,0.5218710465864702,0.18291570212353359,0.31908909705552185,0.0008094890985045243,0.019056752112440088
93,0.0917644128203392,3.1249999999999994e-05,0.02707068622112274,0.04526175186038017,0.00017864166875369847,0.019253326579928398,0.5240072133866224,0.18334138190204446,0.3194785592230884,0.0022264150095659056,0.018960857509889385
94,0.08241910487413406,3.1249999999999994e-05,0.031467046588659286,0.048519592732191086,0.0002521907154005021,0.0021802757401019335,0.5199667919765819,0.18140741166743365,0.31865308772433887,0.0007499775926011022,0.019156323703513903
95,0.12981759011745453,3.1249999999999994e-05,0.07058088481426239,0.0445290133357048,0.0003398719127289951,0.014367818832397461,0.524603167718107,0.1824645965614102,0.32145137136632745,0.0018167012167396024,0.018870494328439236
96,0.08795028924942017,3.1249999999999994e-05,0.04121192544698715,0.04340320825576782,0.0002441522083245218,0.0030910009518265724,0.5287442993034016,0.18263757635246625,0.32434339279478247,0.0025214211861814624,0.019241899929263374
97,0.1296032965183258,1.5624999999999997e-05,0.048297569155693054,0.06845726817846298,0.00022028408420737833,0.012628168798983097,0.5217968984083696,0.17782342806458473,0.32199742848222906,0.002700278300008821,0.01927576002410867
